Player,Team,Comp,Season,position_group,Age,Annual_Wages_EUR,efficiency_score,panel_efficiency,eff_difference
Artem Dovbyk,Roma,Serie A,2024-2025,Forwards,27,5560000,-0.2338784081382705,-0.0468816498740745,0.1869967582641959
Siriné Doucouré,Lorient,Ligue 1,2022-2023,Forwards,20,90000,-0.5377563008493365,0.4267966730470292,0.9645529738963656
Siriné Doucouré,Lorient,Ligue 1,2023-2024,Forwards,21,120000,-1.3913496469433948,-0.4267966730470292,0.9645529738963656
Sofiane Diop,Nice,Ligue 1,2023-2024,Forwards,23,1020000,0.2784937072085895,0.0896037180212223,-0.1888899891873671
Bamba Dieng,Lorient,Ligue 1,2023-2024,Forwards,23,900000,0.070271047867692,-0.2931879571694269,-0.3634590050371189
Bamba Dieng,Angers,Ligue 1,2024-2025,Forwards,24,900000,0.6566469622065458,0.2931879571694269,-0.3634590050371189
Luis Díaz,Liverpool,Premier League,2022-2023,Forwards,25,3324382,-0.6042116687930559,0.4220560407458169,1.0262677095388728
Luis Díaz,Liverpool,Premier League,2023-2024,Forwards,26,3385343,-1.31135696279898,-0.2850892532601072,1.0262677095388728
Luis Díaz,Liverpool,Premier League,2024-2025,Forwards,27,3388377,-1.1632344970245825,-0.1369667874857096,1.0262677095388728
Oumar Diakité,Reims,Ligue 1,2023-2024,Forwards,19,500000,0.2106140983345632,-0.0297703596375189,-0.2403844579720821
Oumar Diakité,Reims,Ligue 1,2024-2025,Forwards,20,500000,0.2701548176096011,0.0297703596375189,-0.2403844579720821
Moussa Diaby,Leverkusen,Bundesliga,2022-2023,Forwards,23,2260000,-0.3223314700003854,-0.3259236971456118,-0.0035922271452264
Boulaye Dia,Salernitana,Serie A,2022-2023,Forwards,25,1790000,0.1808813684680235,-0.0099595829465618,-0.1908409514145853
Boulaye Dia,Salernitana,Serie A,2023-2024,Forwards,26,2560000,0.908052683890519,0.7172117324759336,-0.1908409514145853
Mattia Destro,Empoli,Serie A,2022-2023,Forwards,31,2780000,0.6327954271283804,0.2536015187712719,-0.3791939083571085
Mattia Destro,Empoli,Serie A,2023-2024,Forwards,32,930000,0.1255923895858366,-0.2536015187712719,-0.3791939083571085
Ermedin Demirović,Augsburg,Bundesliga,2022-2023,Forwards,24,1140000,0.0339922352283981,-0.0094394665210817,-0.0434317017494798
Ermedin Demirović,Augsburg,Bundesliga,2023-2024,Forwards,25,1140000,-0.1269879310919446,-0.1704196328414244,-0.0434317017494798
Ermedin Demirović,Stuttgart,Bundesliga,2024-2025,Forwards,26,2830000,0.223290801111986,0.1798590993625061,-0.0434317017494798
Ousmane Dembélé,Barcelona,La Liga,2022-2023,Forwards,25,12000000,0.9857743141878784,-0.1164740528343303,-1.1022483670222087
Ousmane Dembélé,Paris Saint-Germain,Ligue 1,2023-2024,Forwards,26,20000000,1.5089723533455288,0.4067239863233201,-1.1022483670222087
Ousmane Dembélé,Paris Saint-Germain,Ligue 1,2024-2025,Forwards,27,20000000,0.8119984335332191,-0.2902499334889896,-1.1022483670222087
Romain Del Castillo,Brest,Ligue 1,2024-2025,Forwards,28,1090000,-0.0936336444899161,-0.0398547129910309,0.0537789314988851
Grégoire Defrel,Sassuolo,Serie A,2022-2023,Forwards,31,1570000,0.1386248540864247,0.0189963988301852,-0.1196284552562394
Charles De Ketelaere,Atalanta,Serie A,2023-2024,Forwards,22,3210000,0.5664683865202349,-0.0828006012977103,-0.6492689878179453
Keinan Davis,Udinese,Serie A,2023-2024,Forwards,25,900000,0.1566194366733295,0.2662720476488047,0.1096526109754751
Keinan Davis,Udinese,Serie A,2024-2025,Forwards,26,900000,-0.3759246586242799,-0.2662720476488047,0.1096526109754751
Jonathan David,Lille,Ligue 1,2022-2023,Forwards,22,1680000,-0.1995516020637602,0.0101795793647619,0.2097311814285221
Jonathan David,Lille,Ligue 1,2023-2024,Forwards,23,1680000,-0.1278709227135532,0.0818602587149689,0.2097311814285221
Jonathan David,Lille,Ligue 1,2024-2025,Forwards,24,1950000,-0.3017710195082532,-0.092039838079731,0.2097311814285221
Lukas Daschner,Bochum,Bundesliga,2023-2024,Forwards,24,500000,0.4298111891610343,0.1512453601167979,-0.2785658290442363
Lukas Daschner,Bochum,Bundesliga,2024-2025,Forwards,25,500000,0.1273204689274383,-0.151245360116798,-0.2785658290442363
Thijs Dallinga,Toulouse,Ligue 1,2022-2023,Forwards,21,120000,-1.0539583258713243,-0.4668279049070261,0.5871304209642982
Thijs Dallinga,Toulouse,Ligue 1,2023-2024,Forwards,22,120000,-1.355081581650241,-0.7679511606859428,0.5871304209642982
Thijs Dallinga,Bologna,Serie A,2024-2025,Forwards,23,2960000,0.6476486446286707,1.234779065592969,0.5871304209642982
Patson Daka,Leicester City,Premier League,2022-2023,Forwards,23,4533248,0.5447108578020536,0.0393257906879247,-0.5053850671141289
Tomáš Čvančara,Gladbach,Bundesliga,2023-2024,Forwards,22,800000,-0.5732194574517404,0.0048000332803859,0.5780194907321263
Matheus Cunha,Wolves,Premier League,2023-2024,Forwards,24,3693101,0.4603848430457411,0.3639613127196108,-0.0964235303261302
Juan Cruz,Hellas Verona,Serie A,2023-2024,Forwards,24,400000,0.0586256359466776,-0.0479951812494115,-0.1066208171960891
Joaquín Correa,Inter,Serie A,2022-2023,Forwards,27,6480000,0.3709812801982188,0.1501245551033108,-0.220856725094908
Joaquín Correa,Inter,Serie A,2024-2025,Forwards,29,6480000,0.0707321699915972,-0.1501245551033108,-0.220856725094908
Ángel Correa,Atlético Madrid,La Liga,2022-2023,Forwards,27,3500000,-0.2097197981008332,0.065771650342454,0.2754914484432872
Ángel Correa,Atlético Madrid,La Liga,2023-2024,Forwards,28,3500000,-0.3265840270548672,-0.0510925786115799,0.2754914484432872
Ángel Correa,Atlético Madrid,La Liga,2024-2025,Forwards,29,3500000,-0.2901705201741613,-0.014679071730874,0.2754914484432872
Lorenzo Colombo,Lecce,Serie A,2022-2023,Forwards,20,560000,0.6799910044991098,0.1004705808882473,-0.5795204236108624
Lorenzo Colombo,Empoli,Serie A,2024-2025,Forwards,22,930000,0.4790498427226151,-0.1004705808882473,-0.5795204236108624
William Osula,Sheffield United,Premier League,2023-2024,Forwards,19,769396,0.356432789303966,0.5000609211196902,0.1436281318157242
William Osula,Newcastle United,Premier League,2024-2025,Forwards,20,1232137,-0.6436890529354145,-0.5000609211196902,0.1436281318157242
Victor Osimhen,Napoli,Serie A,2022-2023,Forwards,23,5450000,-0.1754671640177036,-0.4764692092818032,-0.3010020452640997
Victor Osimhen,Napoli,Serie A,2023-2024,Forwards,24,12820000,0.7774712545459028,0.4764692092818032,-0.3010020452640996
Gaetano Oristanio,Cagliari,Serie A,2023-2024,Forwards,20,280000,-0.8592077879783435,-0.5271875717733474,0.3320202162049961
Gaetano Oristanio,Venezia,Serie A,2024-2025,Forwards,21,740000,0.1951673555683513,0.5271875717733474,0.3320202162049961
Divock Origi,Milan,Serie A,2022-2023,Forwards,27,5130000,0.1954369402429669,-0.2637457663253002,-0.4591827065682671
Loïs Openda,Lens,Ligue 1,2022-2023,Forwards,22,840000,0.0177956214054759,-0.015295886736118,-0.033091508141594
Loïs Openda,RB Leipzig,Bundesliga,2023-2024,Forwards,23,5660000,-0.0709420786916457,-0.1040335868332397,-0.033091508141594
Loïs Openda,RB Leipzig,Bundesliga,2024-2025,Forwards,24,5660000,0.1524209817109518,0.1193294735693578,-0.033091508141594
Paul Onuachu,Southampton,Premier League,2022-2023,Forwards,28,1813299,-0.1030202069852421,0.170829879842449,0.2738500868276911
Paul Onuachu,Southampton,Premier League,2024-2025,Forwards,30,1848205,-0.4446799666701402,-0.170829879842449,0.2738500868276911
Karim Onisiwo,Mainz 05,Bundesliga,2022-2023,Forwards,30,590000,-0.8258791621178467,-0.7260501784042397,0.099828983713607
Karim Onisiwo,Mainz 05,Bundesliga,2023-2024,Forwards,31,1700000,0.0445902881240112,0.1444192718376182,0.099828983713607
Ado Onaiwu,Toulouse,Ligue 1,2022-2023,Forwards,26,600000,0.499747981790744,0.1274089568235403,-0.3723390249672036
Wilson Odobert,Tottenham Hotspur,Premier League,2024-2025,Forwards,19,1540171,-0.278539567474386,0.0896566678881978,0.3681962353625838
M'Bala Nzola,Spezia,Serie A,2022-2023,Forwards,25,1020000,-0.0314821618803673,-0.0006324445273471,0.0308497173530201
M'Bala Nzola,Fiorentina,Serie A,2023-2024,Forwards,26,2780000,-0.2846115486343201,-0.2537618312813,0.0308497173530201
M'Bala Nzola,Lens,Ligue 1,2024-2025,Forwards,27,2730000,0.223544558455627,0.2543942758086471,0.0308497173530201
Darwin Núñez,Liverpool,Premier League,2022-2023,Forwards,23,8462062,-0.2035396964191616,-0.0043927112623703,0.1991469851567912
Darwin Núñez,Liverpool,Premier League,2023-2024,Forwards,24,8617236,-0.5136448219279899,-0.3144978367711986,0.1991469851567913
Darwin Núñez,Liverpool,Premier League,2024-2025,Forwards,25,8624959,0.1197435628767777,0.318890548033569,0.1991469851567912
Ernest Nuamah,Lyon,Ligue 1,2023-2024,Forwards,19,850000,-0.3045964528562894,-0.571487887914305,-0.2668914350580156
Randy Nteka,Rayo Vallecano,La Liga,2023-2024,Forwards,25,230000,-0.8890802551985875,0.076238790264587,0.9653190454631744
Randy Nteka,Rayo Vallecano,La Liga,2024-2025,Forwards,26,230000,-1.0415578357277615,-0.076238790264587,0.9653190454631744
Lukas Nmecha,Wolfsburg,Bundesliga,2022-2023,Forwards,23,620000,-0.7749021377308569,-0.3747102392934209,0.4001918984374359
Lukas Nmecha,Wolfsburg,Bundesliga,2024-2025,Forwards,25,2000000,-0.025481659144015,0.3747102392934209,0.4001918984374359
Christopher Nkunku,RB Leipzig,Bundesliga,2022-2023,Forwards,24,10000000,0.9418598744964476,0.5769698209611995,-0.364890053535248
Eddie Nketiah,Arsenal,Premier League,2022-2023,Forwards,23,6044330,0.1315635258809404,0.2862833342683623,0.1547198083874219
Eddie Nketiah,Arsenal,Premier League,2023-2024,Forwards,24,6155169,-0.4410031426557843,-0.2862833342683623,0.1547198083874219
Justin Njinmah,Werder Bremen,Bundesliga,2023-2024,Forwards,22,1150000,0.2421249119523025,-0.142309634771082,-0.3844345467233845
Justin Njinmah,Werder Bremen,Bundesliga,2024-2025,Forwards,23,1150000,0.5267441814944664,0.1423096347710819,-0.3844345467233845
Cyril Ngonge,Napoli,Serie A,2024-2025,Forwards,24,1540000,-0.3103482887521416,-0.4332121409487346,-0.122863852196593
Reiss Nelson,Arsenal,Premier League,2022-2023,Forwards,22,3626598,-0.374257157349998,-0.4075990119428532,-0.0333418545928552
Reiss Nelson,Arsenal,Premier League,2023-2024,Forwards,23,6155169,0.4409408665357084,0.4075990119428532,-0.0333418545928552
Iliman Ndiaye,Marseille,Ligue 1,2023-2024,Forwards,23,2000000,-0.1604087087080952,0.094749388375666,0.2551580970837612
Keito Nakamura,Reims,Ligue 1,2023-2024,Forwards,23,900000,0.4234327667646465,0.1184288600432559,-0.3050039067213905
Jacob Murphy,Newcastle United,Premier League,2022-2023,Forwards,27,2115516,-0.6724546722478042,0.2545069113318003,0.9269615835796046
Jacob Murphy,Newcastle United,Premier League,2023-2024,Forwards,28,2154309,-0.8725793423357135,0.054382241243891,0.9269615835796046
Jacob Murphy,Newcastle United,Premier League,2024-2025,Forwards,29,2156240,-1.235850736155296,-0.3088891525756914,0.9269615835796046
Vedat Muriqi,Mallorca,La Liga,2022-2023,Forwards,28,4580000,1.0014543635913284,0.0376066828980778,-0.9638476806932506
Vedat Muriqi,Mallorca,La Liga,2023-2024,Forwards,29,4580000,0.9197562492252782,-0.0440914314679723,-0.9638476806932506
Vedat Muriqi,Mallorca,La Liga,2024-2025,Forwards,30,4580000,0.970332429263145,0.0064847485698944,-0.9638476806932506
Luis Muriel,Atalanta,Serie A,2022-2023,Forwards,31,2310000,-0.1604638252267243,0.1678192697334708,0.3282830949601951
Luis Muriel,Atalanta,Serie A,2023-2024,Forwards,32,2310000,-0.496102364693666,-0.1678192697334708,0.3282830949601951
Rodrigo Muniz,Fulham,Premier League,2023-2024,Forwards,22,461638,-1.749423769843471,0.043569922925446,1.792993692768917
Rodrigo Muniz,Fulham,Premier League,2024-2025,Forwards,23,462051,-1.836563615694363,-0.043569922925446,1.792993692768917
Mykhailo Mudryk,Chelsea,Premier League,2022-2023,Forwards,21,6044330,0.3346404874583282,0.2304785946695405,-0.1041618927887876
Steve Mounié,Brest,Ligue 1,2022-2023,Forwards,27,840000,-0.0060353330015239,-0.1936734332647915,-0.1876381002632677
Steve Mounié,Brest,Ligue 1,2023-2024,Forwards,28,840000,-0.1273672025298395,-0.3150053027931072,-0.1876381002632677
Youssoufa Moukoko,Dortmund,Bundesliga,2022-2023,Forwards,17,240000,-1.4690220841668804,-1.814113866325379,-0.3450917821584986
Youssoufa Moukoko,Dortmund,Bundesliga,2023-2024,Forwards,18,3000000,1.1934853274280537,0.848393545269555,-0.3450917821584986
Youssoufa Moukoko,Nice,Ligue 1,2024-2025,Forwards,19,3000000,1.3108121032143227,0.965720321055824,-0.3450917821584986
Lebo Mothiba,Strasbourg,Ligue 1,2022-2023,Forwards,26,840000,0.4617074627679987,0.2063909726889807,-0.2553164900790179
Lebo Mothiba,Strasbourg,Ligue 1,2023-2024,Forwards,27,840000,0.0489255173900371,-0.2063909726889808,-0.2553164900790179
Dany Mota,Monza,Serie A,2022-2023,Forwards,24,440000,-1.419387523787604,-1.018645008839508,0.4007425149480959
Gerard Moreno,Villarreal,La Liga,2022-2023,Forwards,30,3620000,-0.0161448540964066,-0.0567218909084529,-0.0405770368120463
Gerard Moreno,Villarreal,La Liga,2023-2024,Forwards,31,3620000,-0.1755507877757836,-0.2161278245878299,-0.0405770368120463
Gerard Moreno,Villarreal,La Liga,2024-2025,Forwards,32,3620000,0.3134267523083291,0.2728497154962828,-0.0405770368120463
Álvaro Morata,Atlético Madrid,La Liga,2022-2023,Forwards,29,9800000,0.3882654220886969,-0.0480170910864501,-0.4362825131751471
Álvaro Morata,Atlético Madrid,La Liga,2023-2024,Forwards,30,13540000,0.4865834369275195,0.0503009237523723,-0.4362825131751471
Álvaro Morata,Milan,Serie A,2024-2025,Forwards,31,8330000,0.4339986805092248,-0.0022838326659223,-0.4362825131751471
Kieffer Moore,Bournemouth,Premier League,2022-2023,Forwards,29,906650,-0.4752955484761507,0.5125548754338065,0.9878504239099573
Mostafa Mohamed,Nantes,Ligue 1,2022-2023,Forwards,24,1770000,0.2099917807426958,0.0276537009827298,-0.182338079759966
Mostafa Mohamed,Nantes,Ligue 1,2023-2024,Forwards,25,1770000,-0.1716902465710337,-0.3540283263309997,-0.1823380797599659
Mostafa Mohamed,Nantes,Ligue 1,2024-2025,Forwards,26,1770000,0.5087127051082359,0.3263746253482699,-0.1823380797599659
Rafa Mir,Sevilla,La Liga,2022-2023,Forwards,25,1900000,-0.6726973246537469,-0.3049608184753776,0.3677365061783693
Rafa Mir,Sevilla,La Liga,2023-2024,Forwards,26,1900000,-0.4933162593123832,-0.1255797531340139,0.3677365061783693
Rafa Mir,Valencia,La Liga,2024-2025,Forwards,27,1900000,0.0628040654310222,0.4305405716093914,0.3677365061783693
Pere Milla,Elche,La Liga,2022-2023,Forwards,29,340000,-0.7322750055989502,0.0680805735829395,0.8003555791818897
Georges Mikautadze,Metz,Ligue 1,2023-2024,Forwards,22,840000,0.7144722295828174,0.3312205572117062,-0.3832516723711112
Georges Mikautadze,Lyon,Ligue 1,2024-2025,Forwards,23,3270000,0.052031115159405,-0.3312205572117062,-0.3832516723711112
Sven Michel,Union Berlin,Bundesliga,2022-2023,Forwards,32,400000,-0.4800325888990251,-0.1194554102216702,0.3605771786773548
Sven Michel,Augsburg,Bundesliga,2023-2024,Forwards,33,690000,-0.2411217684556845,0.1194554102216703,0.3605771786773548
Oliver McBurnie,Sheffield United,Premier League,2023-2024,Forwards,27,1538792,0.0570508091528747,-0.0593932362437543,-0.116444045396629
Oliver McBurnie,Las Palmas,La Liga,2024-2025,Forwards,28,2080000,0.1758372816403834,0.0593932362437543,-0.116444045396629
Bryan Mbeumo,Brentford,Premier League,2022-2023,Forwards,22,2719949,0.8610682353569068,0.3447083573238559,-0.5163598780330508
Bryan Mbeumo,Brentford,Premier League,2023-2024,Forwards,23,2769826,0.5790716109897982,0.0627117329567473,-0.5163598780330508
Kylian Mbappé,Paris Saint-Germain,Ligue 1,2022-2023,Forwards,23,72000000,2.26983372365601,0.5081113276344713,-1.761722396021539
Kylian Mbappé,Paris Saint-Germain,Ligue 1,2023-2024,Forwards,24,72000000,2.1647594339305414,0.4030370379090027,-1.761722396021539
Kylian Mbappé,Real Madrid,La Liga,2024-2025,Forwards,25,31250000,0.8505740304780645,-0.9111483655434742,-1.761722396021539
Borja Mayoral,Getafe,La Liga,2022-2023,Forwards,25,4790000,0.9480013951778988,-0.2920641093139221,-1.240065504491821
Borja Mayoral,Getafe,La Liga,2023-2024,Forwards,26,4790000,1.2502769146321615,0.0102114101403405,-1.240065504491821
Borja Mayoral,Getafe,La Liga,2024-2025,Forwards,27,4790000,1.5219182036654022,0.2818526991735812,-1.240065504491821
Eric Maxim Choupo-Moting,Bayern Munich,Bundesliga,2022-2023,Forwards,33,3500000,-0.422387379804281,0.2361450660426927,0.6585324458469737
Jean-Philippe Mateta,Crystal Palace,Premier League,2022-2023,Forwards,25,3022165,0.0386596815581956,0.3284173193332122,0.2897576377750166
Jean-Philippe Mateta,Crystal Palace,Premier League,2023-2024,Forwards,26,3077584,-0.2285413986872271,0.0612162390877895,0.2897576377750166
Jean-Philippe Mateta,Crystal Palace,Premier League,2024-2025,Forwards,27,3080342,-0.6793911961960184,-0.3896335584210018,0.2897576377750166
Jaime Mata,Getafe,La Liga,2022-2023,Forwards,33,2140000,0.4344274590970869,0.0206291326575396,-0.4137983264395473
Jaime Mata,Getafe,La Liga,2023-2024,Forwards,34,2140000,0.2406850008395231,-0.1731133256000241,-0.4137983264395473
Lautaro Martínez,Inter,Serie A,2022-2023,Forwards,24,11110000,0.2413779477746871,-0.0602655219723941,-0.3016434697470812
Lautaro Martínez,Inter,Serie A,2023-2024,Forwards,25,11110000,0.2292358945553676,-0.0724075751917136,-0.3016434697470812
Lautaro Martínez,Inter,Serie A,2024-2025,Forwards,26,16670000,0.434316566911189,0.1326730971641077,-0.3016434697470812
Gabriel Martinelli,Arsenal,Premier League,2022-2023,Forwards,21,10879794,0.7184671435599004,0.3067278383945251,-0.4117393051653752
Gabriel Martinelli,Arsenal,Premier League,2023-2024,Forwards,22,11079304,0.2839764329537217,-0.1277628722116535,-0.4117393051653752
Gabriel Martinelli,Arsenal,Premier League,2024-2025,Forwards,23,11089233,0.2327743389825034,-0.1789649661828718,-0.4117393051653752
Anthony Martial,Manchester Utd,Premier League,2022-2023,Forwards,26,15110826,0.2411999178784292,-0.1915840543163405,-0.4327839721947697
Anthony Martial,Manchester Utd,Premier League,2023-2024,Forwards,27,15387922,0.6243680265111102,0.1915840543163405,-0.4327839721947697
Omar Marmoush,Wolfsburg,Bundesliga,2022-2023,Forwards,23,230000,-2.0425651135465426,-0.896814695211253,1.1457504183352896
Omar Marmoush,Eintracht Frankfurt,Bundesliga,2023-2024,Forwards,24,1600000,-0.2489357231240365,0.896814695211253,1.1457504183352896
Mariano,Real Madrid,La Liga,2022-2023,Forwards,28,8330000,0.7909225964691391,0.2004305322508885,-0.5904920642182505
Mariano,Sevilla,La Liga,2023-2024,Forwards,29,5210000,0.3900615319673619,-0.2004305322508886,-0.5904920642182505
Sekou Mara,Southampton,Premier League,2022-2023,Forwards,20,1511083,0.6884284549109392,-0.1472482248106175,-0.8356766797215567
Sekou Mara,Strasbourg,Ligue 1,2024-2025,Forwards,22,1550000,0.9829249045321742,0.1472482248106175,-0.8356766797215567
Frank Magri,Toulouse,Ligue 1,2023-2024,Forwards,23,500000,0.4675178421088954,0.1424622417884071,-0.3250556003204882
Frank Magri,Toulouse,Ligue 1,2024-2025,Forwards,24,500000,0.1825933585320811,-0.1424622417884071,-0.3250556003204882
Noni Madueke,Chelsea,Premier League,2022-2023,Forwards,20,3022165,-0.0704350987097282,0.487408398942256,0.5578434976519843
Zito Luvumbo,Cagliari,Serie A,2024-2025,Forwards,22,1110000,0.4300687649990848,-0.0758559582679332,-0.5059247232670181
Dodi Lukebakio,Hertha BSC,Bundesliga,2022-2023,Forwards,24,2500000,0.6047536042360537,0.4356678625760839,-0.1690857416599698
