Team,Player,Nation,Pos,Age,Weekly Wages,Annual Wages,Notes
Bournemouth,Mark Travers,IRL,GK,24.0,"£ 20,000 (€ 23,402, $25,467)","£ 1,040,000 (€ 1,216,914, $1,324,265)",Unverified estimation
Köln,Mark Uth,GER,"MF,FW",31.0,"€ 34,615 (£ 29,244, $37,199)","€ 1,800,000 (£ 1,520,692, $1,934,360)",Unverified estimation
Inter,Marko Arnautović,AUT,FW,34.0,"€ 74,038 (£ 62,550, $79,565)","€ 3,850,000 (£ 3,252,592, $4,137,382)",
Sevilla,Marko Dmitrović,SRB,GK,31.0,"€ 24,231 (£ 20,471, $26,039)","€ 1,260,000 (£ 1,064,485, $1,354,052)",Unverified estimation
Almería,Marko Milovanović,SRB,FW,19.0,"€ 3,269 (£ 2,762, $3,513)","€ 170,000 (£ 143,621, $182,690)",Unverified estimation
Cagliari,Marko Rog,CRO,CM,28.0,"€ 25,000 (£ 21,121, $26,866)","€ 1,300,000 (£ 1,098,278, $1,397,038)",
Udinese,Marley Aké,FRA,"FW,MF",22.0,"€ 3,654 (£ 3,087, $3,927)","€ 190,000 (£ 160,518, $204,182)",Unverified estimation
Heidenheim,Marnon Busch,GER,DF,28.0,"€ 14,423 (£ 12,185, $15,500)","€ 750,000 (£ 633,622, $805,984)",Unverified estimation
Paris Saint-Germain,Marquinhos,BRA,CB,29.0,"€ 323,077 (£ 272,945, $347,193)","€ 16,800,000 (£ 14,193,129, $18,054,031)",Unverified estimation
Reims,Marshall Munetsi,ZIM,MF,27.0,"€ 13,846 (£ 11,698, $14,880)","€ 720,000 (£ 608,277, $773,744)",
Atalanta,Marten de Roon,NED,"MF,DF",32.0,"€ 35,577 (£ 30,056, $38,233)","€ 1,850,000 (£ 1,562,934, $1,988,093)",
Newcastle United,Martin Dúbravka,SVK,GK,34.0,"£ 40,000 (€ 47,347, $50,882)","£ 2,080,000 (€ 2,462,068, $2,645,840)",
Sassuolo,Martin Erlic,CRO,DF,25.0,"€ 5,385 (£ 4,549, $5,787)","€ 280,000 (£ 236,552, $300,901)",
Hellas Verona,Martin Hongla,CMR,MF,25.0,"€ 15,962 (£ 13,485, $17,153)","€ 830,000 (£ 701,208, $891,955)",
Brest,Martin Satriano,URU,"FW,MF",22.0,"€ 12,308 (£ 10,398, $13,226)","€ 640,000 (£ 540,691, $687,773)",Unverified estimation
Rennes,Martin Terrier,FRA,"FW,MF",26.0,"€ 57,692 (£ 48,740, $61,999)","€ 3,000,000 (£ 2,534,487, $3,223,934)",Unverified estimation
Mallorca,Martin Valjent,SVK,DF,27.0,"€ 13,462 (£ 11,373, $14,466)","€ 700,000 (£ 591,380, $752,251)",Unverified estimation
Arsenal,Martin Ødegaard,NOR,MF,24.0,"£ 240,000 (€ 284,085, $305,289)","£ 12,480,000 (€ 14,772,405, $15,875,040)",
Cádiz,Martín,ESP,CM,24.0,"€ 3,077 (£ 2,599, $3,307)","€ 160,000 (£ 135,173, $171,943)",Unverified estimation
Real Sociedad,Martín Merquelanz,ESP,LW,28.0,"€ 10,769 (£ 9,098, $11,573)","€ 560,000 (£ 473,104, $601,801)",Unverified estimation
Rayo Vallecano,Martín Pascual,ESP,DF,23.0,"€ 7,115 (£ 6,011, $7,647)","€ 370,000 (£ 312,587, $397,619)",Unverified estimation
Udinese,Martín Payero,ARG,MF,24.0,"€ 17,308 (£ 14,622, $18,600)","€ 900,000 (£ 760,346, $967,180)",Unverified estimation
Real Sociedad,Martín Zubimendi,ESP,MF,24.0,"€ 57,692 (£ 48,740, $61,999)","€ 3,000,000 (£ 2,534,487, $3,223,934)",Unverified estimation
Luton Town,Marvelous Nakamba,ZIM,MF,29.0,"£ 30,000 (€ 35,511, $38,161)","£ 1,560,000 (€ 1,846,551, $1,984,380)",Unverified estimation
Frosinone,Marvin Cuni,ALB,FW,22.0,"€ 5,000 (£ 4,224, $5,373)","€ 260,000 (£ 219,656, $279,408)",Unverified estimation
Werder Bremen,Marvin Ducksch,GER,FW,29.0,"€ 43,462 (£ 36,718, $46,706)","€ 2,260,000 (£ 1,909,314, $2,428,697)",Unverified estimation
Gladbach,Marvin Friedrich,GER,DF,27.0,"€ 38,462 (£ 32,493, $41,332)","€ 2,000,000 (£ 1,689,658, $2,149,289)",
Darmstadt 98,Marvin Mehlem,GER,MF,25.0,"€ 5,577 (£ 4,712, $5,993)","€ 290,000 (£ 245,000, $311,647)",Unverified estimation
Las Palmas,Marvin Park,,RW,23.0,"€ 4,231 (£ 3,574, $4,547)","€ 220,000 (£ 185,862, $236,422)",Unverified estimation
Heidenheim,Marvin Pieringer,GER,"FW,MF",23.0,"€ 15,000 (£ 12,672, $16,120)","€ 780,000 (£ 658,967, $838,223)",Unverified estimation
Köln,Marvin Schwäbe,GER,GK,28.0,"€ 23,077 (£ 19,496, $24,800)","€ 1,200,000 (£ 1,013,795, $1,289,574)",Unverified estimation
Strasbourg,Marvin Senaya,TOG,"DF,MF",22.0,"€ 2,692 (£ 2,275, $2,893)","€ 140,000 (£ 118,276, $150,450)",Unverified estimation
Augsburg,Masaya Okugawa,JPN,"FW,MF",27.0,"€ 13,462 (£ 11,373, $14,466)","€ 700,000 (£ 591,380, $752,251)",Unverified estimation
Getafe,Mason Greenwood,ENG,"MF,FW",21.0,"€ 28,846 (£ 24,370, $30,999)","€ 1,500,000 (£ 1,267,244, $1,611,967)",Unverified estimation
Manchester Utd,Mason Mount,ENG,MF,24.0,"£ 250,000 (€ 295,922, $318,010)","£ 13,000,000 (€ 15,387,922, $16,536,501)",
Lens,Massadio Haïdara,MLI,MF,30.0,"€ 11,538 (£ 9,748, $12,400)","€ 600,000 (£ 506,897, $644,787)",Unverified estimation
Clermont Foot,Massamba Ndiaye,SEN,GK,21.0,"€ 2,500 (£ 2,112, $2,687)","€ 130,000 (£ 109,828, $139,704)",Unverified estimation
Leverkusen,Matej Kovar,CZE,GK,23.0,"€ 14,423 (£ 12,185, $15,500)","€ 750,000 (£ 633,622, $805,984)",Unverified estimation
Darmstadt 98,Matej Maglica,CRO,DF,24.0,"€ 9,615 (£ 8,123, $10,333)","€ 500,000 (£ 422,415, $537,322)",Unverified estimation
Manchester City,Mateo Kovačić,CRO,MF,29.0,"£ 150,000 (€ 177,553, $190,806)","£ 7,800,000 (€ 9,232,753, $9,921,900)",Unverified estimation
Genoa,Mateo Retegui,ITA,FW,24.0,"€ 44,423 (£ 37,530, $47,739)","€ 2,310,000 (£ 1,951,555, $2,482,429)",
Dortmund,Mateu Morey,ESP,DF,23.0,"€ 18,846 (£ 15,922, $20,253)","€ 980,000 (£ 827,932, $1,053,152)",Unverified estimation
Salernitana,Mateusz Legowski,,DM,21.0,"€ 7,308 (£ 6,174, $7,853)","€ 380,000 (£ 321,035, $408,365)",Unverified estimation
Cagliari,Mateusz Wieteska,POL,DF,26.0,"€ 12,308 (£ 10,398, $13,226)","€ 640,000 (£ 540,691, $687,773)",Unverified estimation
Wolves,Matheus Cunha,BRA,"FW,MF",24.0,"£ 60,000 (€ 71,021, $76,322)","£ 3,120,000 (€ 3,693,101, $3,968,760)",Unverified estimation
Crystal Palace,Matheus França,BRA,MF,19.0,"£ 40,000 (€ 47,347, $50,882)","£ 2,080,000 (€ 2,462,068, $2,645,840)",Unverified estimation
Sassuolo,Matheus Henrique,BRA,MF,25.0,"€ 10,962 (£ 9,261, $11,780)","€ 570,000 (£ 481,553, $612,547)",
Manchester City,Matheus Nunes,POR,MF,24.0,"£ 130,000 (€ 153,879, $165,365)","£ 6,760,000 (€ 8,001,719, $8,598,980)",Unverified estimation
Darmstadt 98,Mathias Honsak,AUT,"MF,FW",26.0,"€ 6,346 (£ 5,361, $6,820)","€ 330,000 (£ 278,794, $354,633)",Unverified estimation
Brentford,Mathias Jensen,DEN,MF,27.0,"£ 50,000 (€ 59,184, $63,602)","£ 2,600,000 (€ 3,077,584, $3,307,300)",Unverified estimation
Brentford,Mathias Jørgensen,DEN,DF,33.0,"£ 25,000 (€ 29,592, $31,801)","£ 1,300,000 (€ 1,538,792, $1,653,650)",Unverified estimation
Köln,Mathias Olesen,LUX,MF,22.0,"€ 4,615 (£ 3,899, $4,960)","€ 240,000 (£ 202,759, $257,915)",Unverified estimation
Brest,Mathias Pereira Lage,POR,"MF,FW",26.0,"€ 9,808 (£ 8,286, $10,540)","€ 510,000 (£ 430,863, $548,069)",Unverified estimation
Le Havre,Mathieu Gorgelin,FRA,GK,32.0,"€ 6,731 (£ 5,686, $7,233)","€ 350,000 (£ 295,690, $376,126)",Unverified estimation
Bayern Munich,Mathys Tel,FRA,MF,18.0,"€ 76,923 (£ 64,987, $82,665)","€ 4,000,000 (£ 3,379,316, $4,298,579)",
Napoli,Mathías Olivera,URU,DF,25.0,"€ 36,923 (£ 31,194, $39,679)","€ 1,920,000 (£ 1,622,072, $2,063,318)",
Mallorca,Matija Nastasić,SRB,DF,30.0,"€ 10,577 (£ 8,936, $11,366)","€ 550,000 (£ 464,656, $591,055)",Unverified estimation
Frosinone,Matjaz Kamensek-Pahic,,CB,19.0,"€ 3,269 (£ 2,762, $3,513)","€ 170,000 (£ 143,621, $182,690)",Unverified estimation
Dortmund,Mats Hummels,GER,DF,34.0,"€ 134,615 (£ 113,727, $144,664)","€ 7,000,000 (£ 5,913,804, $7,522,513)",
Bochum,Mats Pannewig,GER,CM,18.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Wolves,Matt Doherty,IRL,"MF,DF",31.0,"£ 50,000 (€ 59,184, $63,602)","£ 2,600,000 (€ 3,077,584, $3,307,300)",Unverified estimation
Newcastle United,Matt Ritchie,SCO,"DF,MF",33.0,"£ 45,000 (€ 53,266, $57,242)","£ 2,340,000 (€ 2,769,826, $2,976,570)",
Newcastle United,Matt Targett,ENG,"DF,MF",27.0,"£ 100,000 (€ 118,369, $127,204)","£ 5,200,000 (€ 6,155,169, $6,614,600)",
Nottingham Forest,Matt Turner,USA,GK,29.0,"£ 40,000 (€ 47,347, $50,882)","£ 2,080,000 (€ 2,462,068, $2,645,840)",Unverified estimation
Empoli,Matteo Cancellieri,ITA,"FW,MF",21.0,"€ 28,462 (£ 24,045, $30,586)","€ 1,480,000 (£ 1,250,347, $1,590,474)",
Inter,Matteo Darmian,ITA,"MF,DF",33.0,"€ 61,731 (£ 52,152, $66,339)","€ 3,210,000 (£ 2,711,901, $3,449,609)",
Villarreal,Matteo Gabbia,ITA,DF,23.0,"€ 32,115 (£ 27,132, $34,513)","€ 1,670,000 (£ 1,410,865, $1,794,657)",
Salernitana,Matteo Lovato,ITA,DF,23.0,"€ 17,885 (£ 15,109, $19,220)","€ 930,000 (£ 785,691, $999,420)",Unverified estimation
Monza,Matteo Pessina,ITA,MF,26.0,"€ 28,462 (£ 24,045, $30,586)","€ 1,480,000 (£ 1,250,347, $1,590,474)",
Napoli,Matteo Politano,ITA,FW,29.0,"€ 78,269 (£ 66,124, $84,112)","€ 4,070,000 (£ 3,438,454, $4,373,804)",
Cagliari,Matteo Prati,ITA,MF,19.0,"€ 8,462 (£ 7,149, $9,093)","€ 440,000 (£ 371,725, $472,844)",Unverified estimation
Atalanta,Matteo Ruggeri,ITA,MF,21.0,"€ 3,269 (£ 2,762, $3,513)","€ 170,000 (£ 143,621, $182,690)",Unverified estimation
Darmstadt 98,Matthias Bader,GER,"MF,DF",26.0,"€ 13,462 (£ 11,373, $14,466)","€ 700,000 (£ 591,380, $752,251)",Unverified estimation
Freiburg,Matthias Ginter,GER,DF,29.0,"€ 145,192 (£ 122,663, $156,030)","€ 7,550,000 (£ 6,378,460, $8,113,567)",
Köln,Matthias Köbbing,GER,GK,26.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Metz,Matthieu Udol,FRA,DF,27.0,"€ 15,000 (£ 12,672, $16,120)","€ 780,000 (£ 658,967, $838,223)",Unverified estimation
Bayern Munich,Matthijs de Ligt,NED,DF,23.0,"€ 307,692 (£ 259,947, $330,660)","€ 16,000,000 (£ 13,517,265, $17,194,315)",
Nantes,Matthis Abline,FRA,"FW,MF",20.0,"€ 10,385 (£ 8,773, $11,160)","€ 540,000 (£ 456,208, $580,308)",Unverified estimation
Genoa,Mattia Bani,ITA,DF,29.0,"€ 25,000 (£ 21,121, $26,866)","€ 1,300,000 (£ 1,098,278, $1,397,038)",
Milan,Mattia Caldara,ITA,DF,29.0,"€ 78,269 (£ 66,124, $84,112)","€ 4,070,000 (£ 3,438,454, $4,373,804)",
Hellas Verona,Mattia Chiesa,ITA,GK,23.0,"€ 5,385 (£ 4,549, $5,787)","€ 280,000 (£ 236,552, $300,901)",Unverified estimation
Juventus,Mattia De Sciglio,ITA,DF,30.0,"€ 53,462 (£ 45,166, $57,452)","€ 2,780,000 (£ 2,348,625, $2,987,512)",
Empoli,Mattia Destro,ITA,FW,32.0,"€ 17,885 (£ 15,109, $19,220)","€ 930,000 (£ 785,691, $999,420)",
Juventus,Mattia Perin,ITA,GK,30.0,"€ 53,462 (£ 45,166, $57,452)","€ 2,780,000 (£ 2,348,625, $2,987,512)",
Sassuolo,Mattia Viti,ITA,DF,21.0,"€ 11,346 (£ 9,586, $12,193)","€ 590,000 (£ 498,449, $634,040)",Unverified estimation
Lazio,Mattia Zaccagni,ITA,FW,28.0,"€ 71,154 (£ 60,113, $76,465)","€ 3,700,000 (£ 3,125,868, $3,976,185)",
Wolfsburg,Mattias Svanberg,SWE,MF,24.0,"€ 54,423 (£ 45,978, $58,485)","€ 2,830,000 (£ 2,390,866, $3,041,245)",Unverified estimation
Aston Villa,Matty Cash,POL,"DF,MF",25.0,"£ 80,000 (€ 94,695, $101,763)","£ 4,160,000 (€ 4,924,135, $5,291,680)",Unverified estimation
Lazio,Mattéo Guendouzi,FRA,MF,24.0,"€ 61,731 (£ 52,152, $66,339)","€ 3,210,000 (£ 2,711,901, $3,449,609)",
Strasbourg,Matz Sels,BEL,GK,31.0,"€ 20,769 (£ 17,546, $22,320)","€ 1,080,000 (£ 912,415, $1,160,616)",
Juventus,Matìas Soulé,ARG,"FW,MF",20.0,,,
Lazio,Matías Vecino,URU,MF,31.0,"€ 67,692 (£ 57,188, $72,745)","€ 3,520,000 (£ 2,973,798, $3,782,749)",
Roma,Matías Viña,URU,LB,25.0,,,
Bochum,Matúš Bero,SVK,"MF,FW",27.0,"€ 13,462 (£ 11,373, $14,466)","€ 700,000 (£ 591,380, $752,251)",Unverified estimation
Getafe,Mauro Arambarri,URU,MF,27.0,"€ 48,462 (£ 40,942, $52,079)","€ 2,520,000 (£ 2,128,969, $2,708,105)",Unverified estimation
Bournemouth,Max Aarons,ENG,DF,23.0,"£ 35,000 (€ 41,429, $44,521)","£ 1,820,000 (€ 2,154,309, $2,315,110)",Unverified estimation
Köln,Max Finkgräfe,GER,DF,19.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Wolves,Max Kilman,ENG,DF,26.0,"£ 50,000 (€ 59,184, $63,602)","£ 2,600,000 (€ 3,077,584, $3,307,300)",Unverified estimation
Sheffield United,Max Lowe,ENG,"MF,DF",26.0,"£ 10,000 (€ 11,837, $12,720)","£ 520,000 (€ 615,517, $661,460)",
Freiburg,Max Rosenfelder,GER,DF,20.0,"€ 2,500 (£ 2,112, $2,687)","€ 130,000 (£ 109,828, $139,704)",Unverified estimation
Lyon,Maxence Caqueret,FRA,MF,23.0,"€ 64,615 (£ 54,589, $69,439)","€ 3,360,000 (£ 2,838,626, $3,610,806)",
Wolfsburg,Maxence Lacroix,FRA,DF,23.0,"€ 69,615 (£ 58,813, $74,812)","€ 3,620,000 (£ 3,058,281, $3,890,214)",Unverified estimation
Cádiz,Maxi Gómez,URU,FW,26.0,"€ 70,192 (£ 59,301, $75,432)","€ 3,650,000 (£ 3,083,626, $3,922,453)",
Mainz 05,Maxim Leitsch,GER,DF,25.0,"€ 18,462 (£ 15,597, $19,840)","€ 960,000 (£ 811,036, $1,031,659)",Unverified estimation
Strasbourg,Maxime Bastian,FRA,LB,22.0,"€ 2,885 (£ 2,437, $3,100)","€ 150,000 (£ 126,724, $161,197)",Unverified estimation
Reims,Maxime Busi,BEL,MF,23.0,"€ 20,962 (£ 17,709, $22,526)","€ 1,090,000 (£ 920,864, $1,171,363)",
Metz,Maxime Colin,FRA,DF,31.0,"€ 11,538 (£ 9,748, $12,400)","€ 600,000 (£ 506,897, $644,787)",Unverified estimation
Montpellier,Maxime Estève,FRA,DF,21.0,"€ 2,885 (£ 2,437, $3,100)","€ 150,000 (£ 126,724, $161,197)",Unverified estimation
Clermont Foot,Maxime Gonalons,FRA,MF,34.0,"€ 15,000 (£ 12,672, $16,120)","€ 780,000 (£ 658,967, $838,223)",Unverified estimation
Fiorentina,Maxime Lopez,FRA,MF,25.0,"€ 14,808 (£ 12,510, $15,913)","€ 770,000 (£ 650,518, $827,476)",
Wolfsburg,Maximilian Arnold,GER,MF,29.0,"€ 105,769 (£ 89,357, $113,664)","€ 5,500,000 (£ 4,646,560, $5,910,546)",Unverified estimation
Augsburg,Maximilian Bauer,GER,DF,23.0,"€ 5,769 (£ 4,874, $6,200)","€ 300,000 (£ 253,449, $322,393)",Unverified estimation
Hoffenheim,Maximilian Beier,GER,"FW,MF",20.0,"€ 19,231 (£ 16,247, $20,666)","€ 1,000,000 (£ 844,829, $1,074,645)",Unverified estimation
Gladbach,Maximilian Brüll,GER,GK,21.0,"€ 2,692 (£ 2,275, $2,893)","€ 140,000 (£ 118,276, $150,450)",Unverified estimation
Freiburg,Maximilian Eggestein,GER,MF,26.0,"€ 18,462 (£ 15,597, $19,840)","€ 960,000 (£ 811,036, $1,031,659)",Unverified estimation
Stuttgart,Maximilian Mittelstädt,GER,"DF,MF",26.0,"€ 19,231 (£ 16,247, $20,666)","€ 1,000,000 (£ 844,829, $1,074,645)",Unverified estimation
Freiburg,Maximilian Philipp,GER,FW,29.0,"€ 40,385 (£ 34,118, $43,399)","€ 2,100,000 (£ 1,774,141, $2,256,754)",Unverified estimation
Bochum,Maximilian Wittek,GER,"MF,DF",27.0,"€ 15,385 (£ 12,997, $16,533)","€ 800,000 (£ 675,863, $859,716)",Unverified estimation
Gladbach,Maximilian Wöber,AUT,DF,25.0,"€ 40,769 (£ 34,443, $43,812)","€ 2,120,000 (£ 1,791,038, $2,278,247)",Unverified estimation
Clermont Foot,Maximiliano Caufriez,BEL,DF,26.0,"€ 10,192 (£ 8,611, $10,953)","€ 530,000 (£ 447,759, $569,562)",Unverified estimation
West Ham United,Maxwel Cornet,CIV,MF,26.0,"£ 65,000 (€ 76,940, $82,683)","£ 3,380,000 (€ 4,000,860, $4,299,490)",Unverified estimation
Lecce,Medon Berisha,ALB,MF,19.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Frosinone,Mehdi Bourabia,MAR,MF,31.0,"€ 25,000 (£ 21,121, $26,866)","€ 1,300,000 (£ 1,098,278, $1,397,038)",Unverified estimation
Eintracht Frankfurt,Mehdi Loune,MAR,CM,19.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Clermont Foot,Mehdi Zeffane,ALG,"MF,DF",31.0,"€ 4,615 (£ 3,899, $4,960)","€ 240,000 (£ 202,759, $257,915)",Unverified estimation
Nice,Melvin Bard,FRA,DF,22.0,"€ 3,846 (£ 3,249, $4,133)","€ 200,000 (£ 168,966, $214,929)",Unverified estimation
Atlético Madrid,Memphis,NED,"FW,MF",29.0,"€ 168,269 (£ 142,159, $180,830)","€ 8,750,000 (£ 7,392,254, $9,403,141)",
Hoffenheim,Mergim Berisha,GER,FW,25.0,"€ 67,308 (£ 56,864, $72,332)","€ 3,500,000 (£ 2,956,902, $3,761,256)",Unverified estimation
Freiburg,Merlin Röhl,GER,"MF,FW",21.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Augsburg,Mert Kömür,GER,FW,18.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Mainz 05,Merveille Papela,GER,MF,22.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Marseille,Michael Amir Murillo,PAN,"DF,MF",27.0,"€ 19,231 (£ 16,247, $20,666)","€ 1,000,000 (£ 844,829, $1,074,645)",Unverified estimation
Bochum,Michael Esser,GER,GK,35.0,"€ 6,346 (£ 5,361, $6,820)","€ 330,000 (£ 278,794, $354,633)",Unverified estimation
Hellas Verona,Michael Folorunsho,ITA,MF,25.0,"€ 14,231 (£ 12,023, $15,293)","€ 740,000 (£ 625,174, $795,237)",Unverified estimation
Freiburg,Michael Gregoritsch,AUT,FW,29.0,"€ 21,923 (£ 18,521, $23,560)","€ 1,140,000 (£ 963,105, $1,225,095)",Unverified estimation
Fiorentina,Michael Kayode,ITA,DF,19.0,"€ 35,577 (£ 30,056, $38,233)","€ 1,850,000 (£ 1,562,934, $1,988,093)",Unverified estimation
Everton,Michael Keane,ENG,DF,30.0,"£ 80,000 (€ 94,695, $101,763)","£ 4,160,000 (€ 4,924,135, $5,291,680)",Unverified estimation
Burnley,Michael Obafemi,IRL,FW,23.0,"£ 15,000 (€ 17,755, $19,081)","£ 780,000 (€ 923,275, $992,190)",Unverified estimation
Crystal Palace,Michael Olise,FRA,"MF,FW",21.0,"£ 100,000 (€ 118,369, $127,204)","£ 5,200,000 (€ 6,155,169, $6,614,600)",
Werder Bremen,Michael Zetterer,GER,GK,28.0,"€ 3,462 (£ 2,924, $3,720)","€ 180,000 (£ 152,069, $193,436)",Unverified estimation
West Ham United,Michail Antonio,JAM,FW,33.0,"£ 85,000 (€ 100,613, $108,123)","£ 4,420,000 (€ 5,231,893, $5,622,410)",
Bologna,Michel Aebischer,SUI,MF,26.0,"€ 12,308 (£ 10,398, $13,226)","€ 640,000 (£ 540,691, $687,773)",
Atalanta,Michel Ndary Adopo,FRA,MF,23.0,"€ 12,500 (£ 10,560, $13,433)","€ 650,000 (£ 549,139, $698,519)",Unverified estimation
Frosinone,Michele Cerofolini,ITA,GK,24.0,"€ 11,346 (£ 9,586, $12,193)","€ 590,000 (£ 498,449, $634,040)",Unverified estimation
Monza,Michele Di Gregorio,ITA,GK,26.0,"€ 25,000 (£ 21,121, $26,866)","€ 1,300,000 (£ 1,098,278, $1,397,038)",Unverified estimation
Tottenham Hotspur,Micky van de Ven,NED,DF,22.0,"£ 50,000 (€ 59,184, $63,602)","£ 2,600,000 (€ 3,077,584, $3,307,300)",Unverified estimation
Newcastle United,Miguel Almirón,PAR,FW,29.0,"£ 60,000 (€ 71,021, $76,322)","£ 3,120,000 (€ 3,693,101, $3,968,760)",Unverified estimation
Girona,Miguel Gutiérrez,ESP,"DF,MF",22.0,"€ 6,346 (£ 5,361, $6,820)","€ 330,000 (£ 278,794, $354,633)",Unverified estimation
Celta Vigo,Miguel Rodríguez,ESP,MF,20.0,"€ 9,615 (£ 8,123, $10,333)","€ 500,000 (£ 422,415, $537,322)",Unverified estimation
Granada,Miguel Ángel Rubio,ESP,DF,25.0,"€ 23,462 (£ 19,821, $25,213)","€ 1,220,000 (£ 1,030,691, $1,311,067)",Unverified estimation
Torino,Mihai Popa,ROU,GK,22.0,"€ 7,885 (£ 6,661, $8,473)","€ 410,000 (£ 346,380, $440,604)",
Celta Vigo,Mihailo Ristić,SRB,"DF,MF",27.0,"€ 20,192 (£ 17,059, $21,700)","€ 1,050,000 (£ 887,071, $1,128,377)",Unverified estimation
Las Palmas,Mika Mármol,ESP,DF,22.0,"€ 5,769 (£ 4,874, $6,200)","€ 300,000 (£ 253,449, $322,393)",Unverified estimation
Milan,Mike Maignan,FRA,GK,28.0,"€ 69,038 (£ 58,326, $74,192)","€ 3,590,000 (£ 3,032,936, $3,857,974)",
Burnley,Mike Trésor,BEL,"MF,FW",24.0,"£ 10,000 (€ 11,837, $12,720)","£ 520,000 (€ 615,517, $661,460)",Unverified estimation
Real Sociedad,Mikel Merino,ESP,MF,27.0,"€ 61,538 (£ 51,989, $66,132)","€ 3,200,000 (£ 2,703,453, $3,438,863)",
Real Sociedad,Mikel Oyarzabal,ESP,"FW,MF",26.0,"€ 69,231 (£ 58,488, $74,398)","€ 3,600,000 (£ 3,041,385, $3,868,721)",Unverified estimation
Athletic Club,Mikel Vesga,ESP,MF,30.0,"€ 40,000 (£ 33,793, $42,986)","€ 2,080,000 (£ 1,757,244, $2,235,261)",Unverified estimation
Brentford,Mikkel Damsgaard,DEN,MF,23.0,"£ 30,000 (€ 35,511, $38,161)","£ 1,560,000 (€ 1,846,551, $1,984,380)",Unverified estimation
Toulouse,Mikkel Desler,DEN,"DF,MF",28.0,"€ 11,538 (£ 9,748, $12,400)","€ 600,000 (£ 506,897, $644,787)",Unverified estimation
Union Berlin,Mikkel Kaufmann,DEN,FW,22.0,"€ 13,462 (£ 11,373, $14,466)","€ 700,000 (£ 591,380, $752,251)",Unverified estimation
Genoa,Milan Badelj,CRO,MF,34.0,"€ 34,423 (£ 29,082, $36,993)","€ 1,790,000 (£ 1,512,244, $1,923,614)",
Hellas Verona,Milan Đurić,BIH,FW,33.0,"€ 17,308 (£ 14,622, $18,600)","€ 900,000 (£ 760,346, $967,180)",
Paris Saint-Germain,Milan Škriniar,SVK,DF,28.0,"€ 314,615 (£ 265,796, $338,100)","€ 16,360,000 (£ 13,821,404, $17,581,187)",
Roma,Mile Svilar,SRB,GK,23.0,"€ 24,615 (£ 20,796, $26,453)","€ 1,280,000 (£ 1,081,381, $1,375,545)",
Bournemouth,Milos Kerkez,HUN,DF,19.0,"£ 30,000 (€ 35,511, $38,161)","£ 1,560,000 (€ 1,846,551, $1,984,380)",Unverified estimation
Werder Bremen,Miloš Veljković,SRB,DF,27.0,"€ 23,077 (£ 19,496, $24,800)","€ 1,200,000 (£ 1,013,795, $1,289,574)",Unverified estimation
Monza,Mirko Marić,CRO,FW,28.0,"€ 10,192 (£ 8,611, $10,953)","€ 530,000 (£ 447,759, $569,562)",Unverified estimation
Atalanta,Mitchel Bakker,NED,MF,23.0,"€ 54,231 (£ 45,816, $58,279)","€ 2,820,000 (£ 2,382,418, $3,030,498)",
Werder Bremen,Mitchell Weiser,GER,MF,29.0,"€ 38,077 (£ 32,169, $40,919)","€ 1,980,000 (£ 1,672,762, $2,127,797)",Unverified estimation
Nantes,Mohamed Achi,FRA,MF,21.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Real Sociedad,Mohamed Ali Cho,FRA,FW,19.0,"€ 6,731 (£ 5,686, $7,233)","€ 350,000 (£ 295,690, $376,126)",Unverified estimation
Monaco,Mohamed Camara,MLI,MF,23.0,"€ 23,077 (£ 19,496, $24,800)","€ 1,200,000 (£ 1,013,795, $1,289,574)",Unverified estimation
Reims,Mohamed Daramy,DEN,"FW,MF",21.0,"€ 28,846 (£ 24,370, $30,999)","€ 1,500,000 (£ 1,267,244, $1,611,967)",Unverified estimation
Lyon,Mohamed El Arouch,FRA,MF,19.0,"€ 2,885 (£ 2,437, $3,100)","€ 150,000 (£ 126,724, $161,197)",Unverified estimation
Arsenal,Mohamed Elneny,EGY,MF,31.0,"£ 55,000 (€ 65,103, $69,962)","£ 2,860,000 (€ 3,385,343, $3,638,030)",
Lazio,Mohamed Fares,ALG,LB,27.0,,,
Lecce,Mohamed Kaba,FRA,MF,21.0,"€ 6,154 (£ 5,199, $6,613)","€ 320,000 (£ 270,345, $343,886)",Unverified estimation
